Station,Route,Begin MP,End MP,Section Length,Location Description,AADT2022
013-0234,1578PM,0.0000,3.1222,3.1222,SR 87 via 4000 N Altamont - 12000 W Bluebell,"2,239"
013-0160,1580PM,0.0000,12.4742,12.4742,SR 121 via Cedarview Rd (4250 N/6000 W/9000N) - SR 121 Neola,"1,256"
013-0280,1581PM,0.0000,2.8849,2.8849,SR 40 via Hancock Cove Rd - S Cove Rd (Rt 1584)  Roosevelt,544
013-0250,1584PM,0.0000,6.5459,6.5459,SR 121 via Cove Rd  (200 N) Roosevelt - Cedarview Rd (4250 N),"6,909"
013-0285,1586PM,0.0000,1.0331,1.0331,SR 121 (200 N) via State St - Urban Boundary  Roosevelt,891
013-0295,1594PM,0.0000,1.0001,1.0001,2000 S (Rt 1545) via 500 E - 800 S (Rt 1543)  Roosevelt,199
013-0300,1594PM,1.0001,1.8192,0.8191,800 S (Rt 1543) via 500 E - Lagoon St (Rt 1596)  Roosevelt,199
013-0305,1596PM,0.0000,0.1880,0.1880,200 N (Rt 1584) southerly via 1000 W - Lagoon St  Roosevelt,"3,981"
013-0310,1596PM,0.1880,1.2680,1.0800,1000 W via Lagoon St - SR 40  Roosevelt,"3,981"
013-0315,1596PM,1.2680,2.1087,0.8407,SR 40 via Lagoon St - 1500 E (Rt 1550)  Roosevelt,"3,981"
015-0231,1612PM,0.0000,3.0940,3.0940,SR 10 North Emery via Moore St - Moore Rd to SR 10,158
015-0232,1612PM,3.0940,19.4325,16.3385,Moore Rd to SR 10 via Moore Cutoff Rd - I 70,199
015-0233,1622PM,0.0000,5.0650,5.0650,SR 10 North of Castledale via Lawrence Rd - Main St  Lawrence,284
015-0235,1622PM,5.0650,6.9966,1.9316,Lawrence Rd via Main St - SR 10  Lawrence,253
015-0240,1632PM,0.0000,3.3310,3.3310,SR 155 via 300 N Cleveland - 100 S Elmo,824
015-0245,1632PM,3.3310,3.7160,0.3850,100 S via Center St Elmo - 100 West,769
015-0255,1632PM,3.7160,5.5353,1.8193,100 West via Elmo Road(Westerly) - SR 155,230
015-0270,1636PM,0.0000,5.1806,5.1806,SR 24 via Temple Mountain Rd - Goblin Valley Rd,767
015-0259,1638PM,0.0000,5.0530,5.0530,Forest Bndry/Cattle Guard via Ferron Cyn Rd - 800 W Ferron,"1,000"
015-0260,1638PM,5.0530,6.0547,1.0017,800 W via 100 S - SR 10 Ferron,919
015-0265,1650PM,0.0000,5.8617,5.8617,SR 303 (Cattle Guard) via Goblin Valley Rd  - Temple Mt Rd,750
017-0155,1660PM,0.0000,13.4630,13.4630,SR 12/SR 63 via John's Valley Rd - Sweetwater Rd,188
017-0160,1660PM,13.4630,33.8500,20.3870,Sweetwater Rd via John's Valley Rd - Rd Right  S Antimony,163
017-0165,1660PM,33.8500,34.8613,1.0113,Road South Antimony via John's Valley Rd - SR 22 Antimony,283
017-0180,1668PM,0.0000,35.8820,35.8820,SR 12 Boulder via Burr Trail Rd - Notom Rd,551
017-0185,1668PM,35.8820,46.7440,10.8620,Notom Rd (Rt 1670) via  Burr Trail Rd - Pavement Begins,13
017-0186,1668PM,46.7440,66.1686,19.4246,Pavement Begins via Burr Trail Rd - SR 276,49
017-0187,1670PM,0.0000,22.5420,22.5420,Burr Trail Rd via Notom Rd - Wayne/Garfield County Line,127
055-0183,1670PM,22.5420,32.5311,9.9891,Garfield/Wayne County Line via Notom Rd - SR 24,121
019-0120,1690PM,0.0000,0.6676,0.6676,SR 191 (Main St) via 400 E - Millcreek Dr (Rt 1696)  Moab,568
019-0115,1691PM,0.0000,2.1660,2.1660,SR 191 via Kane Creek Blvd & 500 West - SR 191,"2,659"
019-0125,1692PM,0.0000,4.0440,4.0440,Old Airport Rd (Rt 1704) via Spanish Vlly Dr - Spanish Trail Rd (Rt 1695),114
019-0130,1692PM,4.0440,6.1200,2.0760,Spanish Trail Rd (Rt 1695) via Spanish Vlly Dr - Mill Creek Dr (Rt 1693),227
019-0135,1692PM,6.1200,6.3830,0.2630,Spanish Valley Dr via Mill Creek Dr - Murphy Ln (Rt 1695),"2,821"
019-0140,1692PM,6.3830,7.1863,0.8033,Murphy Ln (Rt 1695) via Mill Creek Dr - Sand Flat Rd (Rt 1696)  Moab,114
019-0145,1693PM,0.0000,0.3229,0.3229,US 191 (Main St) via Mill Creek Dr - Spanish Vly Dr (Rt 1692)  Moab,114
019-0105,1694PM,0.0000,1.9772,1.9772,Grand/San Juan County Line via Potash Rd - SR 279,411
019-0150,1695PM,0.0000,0.9670,0.9670,US 191 (Main St) via Spanish Trail Rd - Murphy Ln,"4,030"
019-0155,1695PM,0.9670,3.4667,2.4997,Spanish Trail Rd via Murphy Ln - Mill Creek Rd (Rt 1692),57
019-0160,1696PM,0.0000,0.4270,0.4270,SR 191 (Main St) via 300 S - 400 E  Moab,568
019-0165,1696PM,0.4270,0.5250,0.0980,300 S southerly via 400 E  - Sand Flats Rd  Moab,568
019-0170,1696PM,0.5250,1.0190,0.4940,400 E via Sand Flats Rd - Mill Creek Dr  Moab,"7,257"
019-0175,1696PM,1.0190,3.7560,2.7370,Mill Creek Dr via Sand Flats Rd - Begin Unpaved  Moab,114
019-0180,1697PM,0.0000,3.8588,3.8588,Begin of Pvmt via Kane Springs Rd/Kane Crk Blvd - 500 W (Rt 1691)  Moab,124
019-0185,1699PM,0.0000,0.1070,0.1070,100 W (Rt 1701) via Center St - Main St (SR 191)  Moab,"2,269"
019-0190,1699PM,0.1070,0.5339,0.4269,Main St (SR 191) via Center St - 400 E (Rt 1705)  Moab,"1,430"
019-0195,1701PM,0.0000,0.6240,0.6240,400 E (Rt 1705) westerly via 100 S - Center St (Rt 1699)  Moab,"1,134"
019-0200,1701PM,0.6240,1.0454,0.4214,Center St (Rt 1699) via 100 W - 400 N  (Rt 1703)  Moab,"1,134"
019-0205,1703PM,0.0000,0.5631,0.5631,500 W (Rt 1691) via 400 N - Main St (SR 191)  Moab,"2,652"
037-0205,1704PM,0.0000,13.4390,13.4390,SR 191 via Old Airport Rd - Warner Campground South of Moab,"1,546"
019-0109,1704PM,13.4390,25.7780,12.3390,Warner Campground via La Sal Mt Loop Rd - Castleton Rd,799
019-0110,1704PM,25.7780,36.4843,10.7063,La Sal Mt Loop Rd via Castleton Rd - SR 128,724
019-0210,1705PM,0.0000,0.4250,0.4250,300 S (Rt 1696) via 400 E - 100 N  Moab,849
019-0215,1705PM,0.4250,0.8520,0.4270,400 E westerly via 100 N - Main St (SR 191)  Moab,849
019-0220,1705PM,0.8520,0.9573,0.1053,Main St (SR 191) westerly via 100 N - 100 W  Moab,849
019-0225,1709PM,0.0000,0.4686,0.4686,500 W (Rt 1691) via Williams Way - 100 W (Rt 1701)  Moab,544
019-0112,1712PM,0.0000,9.5560,9.5560,SR 19 Green River via Hastings Rd - Swaseys Beach,939
021-0545,1739PM,0.5128,2.0204,1.5076,5300 W via 800 S - Westview Dr (Rt 1743),"1,134"
021-0270,1740PM,0.0000,2.9890,2.9890,SR 56 via Iron Springs Rd - Desert Mound Rd,"2,681"
021-0260,1740PM,2.9890,10.4097,7.4207,Desert Mound Rd via Iron Springs Rd - Wecco Plant,"1,374"
021-0550,1741PM,0.0000,1.0453,1.0453,Iron Springs Rd (Rt 1740) via 5300 W - End of Pavement,477
021-0565,1743PM,0.0000,2.4420,2.4420,Old Hwy 91 (Rt 1752) via Westview Dr - 800 S (Rt 1739),854
021-0570,1743PM,2.4420,4.5133,2.0713,800 S (Rt 1739) via Westview Dr - SR 56,"3,403"
021-0262,1745PM,0.0000,5.5977,5.5977,800 S via 5700 West - SR 56,31
021-0580,1747PM,2.9946,4.0037,1.0091,1600 N (Rt 1756) via 4500 W - 2400 N (Rt 1741),334
021-0585,1751PM,0.0000,0.8570,0.8570,Royal Hunte Dr (Rt 1752) via Sage Dr - 600 S (Rt 1758)  Cedar City,"4,985"
021-0275,1752PM,0.0000,4.0580,4.0580,I 15 New Harmony NB Ramps via Kanarraville Rd - 400 S,504
021-0280,1752PM,4.0580,4.4160,0.3580,400 S Kanarraville via Old Hwy 91 - Center St,613
021-0285,1752PM,4.4160,9.0830,4.6670,Center St Kanarraville via Old Hwy 91 - I 15,"1,314"
021-0286,1752PM,9.0830,15.4031,6.3201,I-15 Hamilton Fort via Old Hwy 91 - SR 130 (Cross Hollow Rd),"1,327"
021-0500,1753PM,0.0000,2.7990,2.7990,Royal Hunte Dr. via Cross Hollow Rd - SR 56,"5,610"
021-0505,1753PM,2.7990,4.3877,1.5887,SR 56 via Aviation Way/Kitty Hawk Dr - Airport Dr,"1,882"
021-0590,1755PM,0.0000,0.9406,0.9406,Royal Hunte Dr (Rt 1752) via Ridge Dr - Sage Dr (Rt 1758)  Cedar City,"1,123"
021-0600,1756PM,1.0094,2.7490,1.7396,4500 W (Rt 1747) via 1600 N - Lund Hwy (Rt 1784),"1,257"
021-0510,1756PM,2.7490,4.3084,1.5594,Lund Highway (3100 W) via 1600 N/Baver Rd - 2200 N,"1,028"
021-0355,1758PM,0.0000,0.5600,0.5600,SR 130 via 650 S/600 S - 860 W,"5,366"
021-0360,1758PM,0.5600,0.9140,0.3540,860 West via 600 South -  Sage Dr,"9,248"
021-0365,1758PM,0.9140,1.6764,0.7624,600 S via Sage Dr/Ridge Rd - Center St,"5,482"
021-0370,1760PM,0.0000,0.6692,0.6692,SR 130 (Main St) via 860 West - 600 South,697
021-0605,1761PM,0.0000,0.2820,0.2820,300 W (Rt 1762) via 200 S - Main St (SR 130)  Cedar City,"4,526"
021-0610,1761PM,0.2820,0.6589,0.3769,Main St (SR 130) via 200 S - 400 E (Rt 1764)  Cedar City,"2,281"
021-0371,1762PM,0.0000,0.6504,0.6504,SR 130 (Main St) via 300 W - SR 289 (200 S),"4,536"
021-0372,1764PM,0.0000,0.8726,0.8726,SR 130 (300 W) via 820 S/400 E - 600 S Circle (Begin Unconst),"1,292"
021-0374,1764PM,1.0159,1.5775,0.5616,Begin Constructed via 400 E - SR 14 (Center St),499
021-0485,1765PM,0.0000,0.9170,0.9170,Cross Hollow Rd via Royal Hunte Dr - 700 S,"2,632"
021-0495,1765PM,0.9170,2.3651,1.4481,700 S via Cove Dr - SR 56,"2,480"
021-0376,1767PM,0.0000,0.4913,0.4913,SR 130 via 200 N/200 E/300 E - SR 14 (Center St),"2,671"
021-0380,1768PM,0.0000,0.3220,0.3220,SR 289 (1150 W) via Center St - 1650 W (College Way),"8,534"
021-0375,1768PM,0.3220,0.6779,0.3559,Center St via 1650 W (College Way) - SR 56,"7,849"
021-0385,1770PM,0.0000,1.0340,1.0340,SR 56 via Airport Rd - Kitty Hawk Dr,"7,759"
021-0515,1770PM,1.0340,1.4900,0.4560,Airport Rd via Kitty Hawk Dr - Bulldog Rd,"6,302"
021-0615,1770PM,1.4900,3.2010,1.7110,Kitty Hawk Dr via Bulldog Rd - 2400 N (Rt 1783),"3,872"
021-0620,1770PM,3.2010,3.9516,0.7506,2400 N (Rt 1783)  via Bulldog Rd - 3000 N (Rt 1778),"1,913"
021-0520,1771PM,0.0000,1.5876,1.5876,Kitty Hawk Dr -2300 W (Baver Rd) via Airport Rd,"2,051"
021-0390,1772PM,0.0000,0.2455,0.2455,SR 289 (Center St) via 300 W - SR 56 (200 N),"3,652"
021-0395,1772PM,0.2455,0.7200,0.4745,SR 56 (200 N) via 300 W - Industrial Rd,"2,190"
021-0525,1773PM,0.0000,0.8879,0.8879,Bulldog Rd via Coal Creek Rd - 300 W,"5,878"
021-0415,1774PM,0.0000,0.7100,0.7100,Airport Rd via Industrial Rd - 800 W,"1,519"
021-0420,1774PM,0.7100,1.0900,0.3800,800 W via Industrial Rd - 300 W,"2,206"
021-0530,1774PM,1.0900,1.4438,0.3538,Industrial Rd via 300 W/Coal Creek Rd - SR 130 (Main St),"3,458"
021-0625,1775PM,0.0000,0.6716,0.6716,Coal Creek Rd (Rt 1773) via 1045 N - Main St (SR 130,"6,720"
021-0435,1776PM,0.0000,0.4315,0.4315,SR 56 (200 N) via 800 W - Industrial Rd,"3,009"
021-0445,1778PM,0.0000,5.1291,5.1291,Lund Hwy via 2400 N/ 2300 W/775 W - SR 130,"2,088"
021-0535,1780PM,0.0000,1.0014,1.0014,Bulldog Rd via 3000 N - SR 130,"2,112"
021-0650,1782PM,0.0000,0.7740,0.7740,Midvalley Rd (Rt 1784) via Lund Wy (3100 W) - 5400 N,84
021-0630,1783PM,0.0000,1.5608,1.5608,Bulldog Rd (Rt 1770) via 2400 N - SR 130,"2,181"
021-0290,1784PM,0.0000,1.4770,1.4770,SR 56 via Lund Hwy (3100 W) - 1600 N,"3,037"
021-0295,1784PM,1.4770,5.5150,4.0380,1600 N via Lund Hwy (3100 W) - Midvalley Rd,"3,286"
021-0300,1784PM,5.5150,8.5190,3.0040,Lund Hwy via Midvalley Rd - SR 130,"4,009"
021-0305,1784PM,8.5190,10.6954,2.1764,SR 130 via Midvalley Rd - Old US-91 (Frontage Rd),"4,218"
021-0640,1787PM,0.0000,1.5172,1.5172,3600 N via Bulldog Rd - Midvalley Rd (Rt 1784),921
021-0310,1788PM,0.0000,3.2533,3.2533,SR 130 via Old US 91 (Frontage Rd) - Midvalley Rd (4800 N),"5,844"
021-0320,1788PM,3.2533,8.2364,4.9831,Midvalley Rd (4800 N) Enoch via Old US 91(Frontage Rd)- I 15,"2,109"
021-0645,1789PM,0.0000,2.2727,2.2727,3000 N (Rt 1778) via 2300 W - Midvalley Rd (Rt 1784),"1,798"
021-0475,1800PM,0.0000,5.1129,5.1129,SR 148 via Cedar Breaks Natl Park - SR 143,752
023-0155,1812PM,0.0000,9.3238,9.3238,SR 132 West of Nephi - SR 6 Jericho Junction,206
023-0160,1814PM,0.0000,3.6910,3.6910,SR 28 South Nephi via Sheep Lane/Airport Rd - SR 132,217
023-0165,1814PM,3.6910,7.6250,3.9340,SR 132 via Airport Rd/Meadow Ln - Old US 91,205
023-0166,1814PM,7.6250,8.0187,0.3937,Meadow Ln (2700 N) via Old US 91 - SR 28,267
023-0200,1816PM,1.1010,2.6097,1.5087,Airport Rd (Rt 1814) via 500 S - Main St (SR 28)  Nephi,316
023-0205,1818PM,1.6060,3.7537,2.1477,2100 W via 700 N - SR 28 Nephi,322
023-0210,1819PM,0.0000,0.7030,0.7030,400 E (Rt 1825) via 200 S/800E - 100 N (SR 132) Nephi,"1,118"
023-0215,1819PM,0.7030,1.3056,0.6026,100 N (SR 132) via 800 E - 700 N (Rt 1821) Nephi,"1,118"
023-0220,1821PM,0.0000,1.7281,1.7281,Main St (SR 28) via 700 N - SR 132 Nephi,"1,118"
023-0225,1823PM,0.0000,1.0020,1.0020,Main St (SR 28) westerly via 700 S/northerly via 200 W - 100 N (SR 132) Nephi,561
023-0230,1823PM,1.0020,1.6035,0.6015,100 N (SR 132) via 200 W - 700 N (Rt 1818) Nephi,561
023-0235,1825PM,0.0000,1.7180,1.7180,Main St (SR 132) via 1300 S/400 E - 100 N (SR 132) Nephi,"1,118"
023-0240,1825PM,1.7180,3.2751,1.5571,100 N (SR 132) via 400 E - SR 28 (Main St) Nephi,"1,118"
023-0190,1826PM,0.0000,4.9440,4.9440,Meadows Lane (2700 N) via Old US 91 - SR 54 (200 N)  Mona,"3,345"
023-0195,1826PM,4.9440,14.6200,9.6760,SR 54 (200 N) via Main St  Mona - Summit Ridge   So Santaquin,"1,675"
049-2025,1826PM,14.6200,16.6703,2.0503,Summit Ridge Pkwy via Frontage Rd & 200 W - SR 6  Santaquin,"1,715"
023-0170,1828PM,0.0000,4.5340,4.5340,SR 54 (Main St) Mona via  200 N - Mona Reservoir,550
023-0175,1828PM,4.5340,10.9071,6.3731,Mona Reservoir via Goshen Cyn Rd - SR 6 (Main St) Goshen,301
023-0180,1830PM,0.0000,4.6927,4.6927,Yuba St Pk Dam via Yuba Dam Rd  - I 15,102
023-0245,1834PM,0.0000,2.9928,2.9928,SR 78 via Elevator Rd - Lampson Canyon Rd,107
025-0120,1850PM,0.0000,3.8050,3.8050,West Boundary Coral Pink Sand Dunes Park - Hancock Rd,91
025-0121,1850PM,3.8050,12.4440,8.6390,Handcock Road via Sand Dunes Rd - SR 89,169
025-0130,1851PM,0.0000,7.3184,7.3184,Arizona/Utah State Line via Sand Dunes Rd - Begin of Rt 1850,120
025-0085,1854PM,0.0000,16.2219,16.2219,SR 89 East of Kanab via Johnson Canyon - Skutumpah Rd,276
025-0090,1854PM,16.2219,23.4680,7.2461,Skutumpah Rd via Johnson Cyn Rd - Glendale Bench Rd (1870),151
025-0095,1854PM,23.4680,35.4589,11.9909,Glendale Bench Rd (1870) via Rt 1854 - 100 S Alton,151
025-0100,1854PM,35.4589,36.0600,0.6011,Rte 1854 Dirt Rd via 100 S/100 E - 200 N Alton,298
025-0105,1854PM,36.0600,39.8962,3.8362,200 N Alton via 100 E - SR 89,206
025-0106,1862PM,0.0000,55.7791,55.7791,SR 12 East of Escalante via Hole in the Rock Rd - Hole/Rock Circle,27
025-0107,1866PM,0.0000,37.5975,37.5975,SR 9 East of Zion Natl Park via North Fork Rd - SR 14,139
025-0125,1868PM,0.0000,32.7011,32.7011,Johnson Cyn Rd via Skutumpah Rd - Kodachrome Rd,131
025-0108,1870PM,0.0000,7.7443,7.7443,SR 89 via 300 N (Glendale Bench Rd) - Johnson Cyn Rd,166
025-0135,1872PM,0.0000,14.6941,14.6941,SR 14 via Mammoth Creek Rd - SR 143,23
025-0109,1874PM,0.0000,2.8910,2.8910,SR 12 Cannonville via Main St/Kodachrome Way - Skutumpah Rd,716
017-0190,1875PM,0.0000,18.0629,18.0629,Parking Lot via Bryce Canyon Ntl Park Rd - SR 63,576
017-0170,1878PM,0.0000,5.4232,5.4232,SR 276 - Lake Powell Ferry Dock,126
027-0315,1894PM,0.0000,6.9487,6.9487,I 15 Kanosh via Six Mile Rd - SR 133 (Approx 350 S) Kanosh,199
027-0320,1900PM,0.0000,4.1530,4.1530,I 15 Meadow via West Frontage Rd - 1000 S,"1,068"
027-0325,1900PM,4.1530,6.2091,2.0561,1000 S via Scenic Hwy - SR 100 Flowell,422
027-0375,1920PM,0.0000,10.0700,10.0700,SR 257 via Deseret Harding Rd (4500 S) - SR 50  Deseret,504
027-0335,1936PM,0.0000,1.7530,1.7530,Jones Rd via 1500 N - 3000 W  Sutherland,"2,044"
027-0340,1936PM,1.7530,11.8822,10.1292,1500 N via 3000 W (Sutherland) - Brush Beryllium Rd (N Sugarville),252
027-0330,1948PM,0.0000,1.8250,1.8250,SR 6 via 1000 W - Jones Rd  Delta,"3,379"
027-0331,1948PM,1.8250,10.7213,8.8963,1500 North via Jones Road (Delta) - SR 174 (IPP Entrance),"1,035"
027-0341,1954PM,0.0000,2.0010,2.0010,3000 W via Topaz Road (4500 N) - Jones Rd  North Sutherland,199
027-0345,1958PM,0.0000,3.9660,3.9660,SR 174 IPP Entrance via Brush Hwy - 4000 W (Rt 1936),956
023-0185,1958PM,3.9660,35.8475,31.8815,4000 W (Rt 1936) via Brush Hwy - End of Pavement,498
029-0150,1970PM,0.0000,3.8743,3.8743,SR 66 via Morgan Valley RD - Young St  Morgan,392
029-0090,1972PM,0.0000,0.9260,0.9260,SR 66 (State St) via Young St - Morgan Valley Dr   Morgan,"2,220"
029-0095,1972PM,0.9260,4.0650,3.1390,Young St via Morgan Valley Dr - Stoddard Ln  Morgan,"1,315"
029-0100,1972PM,4.0650,7.9850,3.9200,Stoddard Ln via Morgan Valley Rd - 3800 N  Peterson,"1,102"
029-0105,1972PM,7.9850,8.8240,0.8390,3800 N via 3900 W -  I 84 EB Ramps  Peterson,"2,374"
029-0110,1972PM,8.8240,8.8968,0.0728,I 84 EB Ramps via 4300 N - Old Hwy  Peterson,"2,722"
029-0125,1978PM,0.0000,2.4060,2.4060,SR 66 (300 N) via Old Hwy (700 E) Morgan - Stoddard Ln 1300N,"2,952"
029-0130,1978PM,2.4060,7.1560,4.7500,Stoddard Ln (1300 N) via Old Hwy - 4300 N  Peterson,"2,481"
029-0135,1978PM,7.1560,10.1969,3.0409,4300 N Peterson via Old Hwy - SR 167 Mountain Green,"5,481"
029-0115,1980PM,0.0000,1.8650,1.8650,I 84 Devils Slide via Croydon Rd - 6900 E  Croydon,"2,564"
029-0120,1980PM,1.8650,12.7495,10.8845,1900 N Croydon via 6900 East - Lost Creek Reservoir,131
029-0155,1982PM,0.0000,0.6710,0.6710,State St (SR 66) via Young St - End of Pavement  Morgan,535
029-0160,1982PM,0.7448,0.8535,0.1087,Beg Pavement via 500 E/Commercial St - I-84  Morgan,535
031-0090,1998PM,0.0000,4.4707,4.4707,SR 89 via Thompsonville Rd - SR 89 Marysvale,322
031-0091,2000PM,0.0000,1.2710,1.2710,SR 89 via Piute State Park Rd - Piute Reservoir,120
033-0090,2022PM,0.0000,13.1139,13.1139,SR 30 via Main St/Cisco Rd Laketown - Idaho St Line,794
033-0095,2024PM,1.1007,1.8796,0.7789,SR 89 via Buttercup Lane - SR 89 Garden City,120
035-1485,2030PM,0.0000,2.7340,2.7340,New Bingham Hwy (SR 209) southerly via 8400 W - 11800 S,"8,488"
035-1488,2030PM,2.7340,5.0510,2.3170,11800 S southerly via Bachhus Hwy - Butterfield Cyn Rd,"3,086"
035-1495,2030PM,5.0510,8.2280,3.1770,8400 West via 12600 South (Route 2030 turns East),"9,646"
035-1500,2030PM,8.2280,9.6490,1.4210,Pioneer St (6000 W) via Main St - 12600 S,"16,357"
035-1505,2030PM,9.6490,11.0798,1.4308,Main St via 12600 S - SR 154 (Bangerter Hwy),"28,455"
035-5735,2031PM,0.8603,3.4848,2.6245,Step Mountain Rd via Rose Canyon Rd - 6400 W  Herriman,"1,990"
035-1667,2032PM,0.0000,1.1560,1.1560,12300 South via 1000 East,"6,108"
035-1666,2032PM,1.1560,1.6560,0.5000,11400 South via 1000 East,"5,957"
035-1668,2032PM,1.6560,2.1634,0.5074,11000 South - 10600 South via 1000 East,"5,378"
035-1669,2033PM,0.0000,1.2701,1.2701,Highland Dr - 13800 South via Bangerter Pkwy,"14,963"
035-1677,2034PM,0.0000,5.2462,5.2462,SR 48 - 4000 West via Old Bingham Hwy,"13,183"
035-1541,2035PM,1.6045,5.2050,3.6005,Rose Cyn Rd via 13400 S - Bangerter Hwy,"31,080"
035-1543,2035PM,5.2050,7.5245,2.3195,Bangerter Highway - SR 68 via 13400 South,"9,840"
035-3392,2036PM,0.0000,3.2572,3.2572,SR 111 - SR 48 via 7800 South,"16,715"
035-5000,2037PM,0.0000,1.0188,1.0188,SR-71 (12600 S) via 2200 W - 11800 S,536
035-1540,2038PM,0.0000,0.9310,0.9310,2700 West - SR 68 (Redwood Road) via 14400 South,"4,178"
035-1544,2038PM,0.9310,2.5631,1.6321,Redwood Rd (SR 68) via 14400 S - 800 W  Bluffdale,"3,097"
035-1535,2039PM,0.0000,2.3570,2.3570,2700 West via 14400 South,"3,924"
035-1542,2039PM,2.3570,4.8632,2.5062,13400 South - 11400 South via 3600 West,"8,274"
035-1545,2040PM,0.0000,2.1640,2.1640,Redwood Rd westerly via 15000 S - Bangerter Hwy,"7,611"
035-1550,2040PM,2.1640,3.6870,1.5230,Bangerter Hwy via 2700 W - 12600 S  Riverton,"5,809"
035-1555,2040PM,3.6870,5.1950,1.5080,12600 S via 2700 W - 11400 S,"8,904"
035-1556,2040PM,5.1950,6.4480,1.2530,11400 S via 2700 W - 10400 S,"7,951"
035-1557,2040PM,6.4480,8.2020,1.7540,10400 S (SR 151) via 2700 W - 9000 S,"7,614"
035-1560,2040PM,8.2020,9.7020,1.5000,9000 S (SR 209) via 2700 W - 7800 S,"10,108"
035-1565,2040PM,9.7020,10.7030,1.0010,7800 S (SR 48) via 2700 W - 7000 S,"7,483"
035-1566,2040PM,10.7030,11.7070,1.0040,7000 S via 2700 W - 6200 S,"10,813"
035-1567,2040PM,11.7070,12.7100,1.0030,6200 S via 2700 W - 5400 S,"13,291"
035-1570,2040PM,12.7100,13.7120,1.0020,5400 S (SR 173) via 2700 W - 4700 S,"17,090"
035-1575,2040PM,13.7120,14.7170,1.0050,4700 S via 2700 W - 4100 S,"18,121"
035-1580,2040PM,14.7170,15.2150,0.4980,4100 S via 2700 W - 3800 S,"17,734"
035-1581,2040PM,15.2150,15.7140,0.4990,3800 S via 2700 W - 3500 S,"15,574"
035-1585,2040PM,15.7140,16.2160,0.5020,3500 S (SR 171) via 2700 W - 3100 S,"15,889"
035-1590,2040PM,16.2160,16.7840,0.5680,3100 S via 2700 W - Parkway Blvd,"10,394"
035-1592,2040PM,16.7840,18.1623,1.3783,Parkway Blvd (2660 S) via 2700 W/Frontage Rd  - 3200 West,"7,494"
035-1591,2041PM,0.0000,1.6430,1.6430,13490 S via Vista Station Blvd - 12300 S,"6,035"
035-1593,2041PM,1.6430,2.9498,1.3068,12300 S via Galena Prk Blvd - 11400 S,"3,422"
035-5005,2042PM,0.0000,0.6039,0.6039,SR-71 (900 E) via 5290 S - 1300 E,498
035-5010,2043PM,0.0000,0.9049,0.9049,5600 W via 6600 S 4880 W Cougar Ln,498
035-3452,2044PM,0.1936,0.4210,0.2274,Pony Express Rd via 13800 S - Bangerter Pkwy,"7,354"
035-1594,2044PM,0.4210,0.5820,0.1610,Bangerter Pkwy via 13800 S - 300 E,"6,980"
035-1598,2044PM,0.5820,1.1570,0.5750,300 East via 13800 South,"12,628"
035-1602,2044PM,1.1570,2.1703,1.0133,745 East via 13800 South,"5,369"
035-5015,2045PM,0.0000,0.4950,0.4950,Carlquist Dr (13145 S) via 700 E - Willow Springs Ln,498
035-5020,2045PM,0.4950,0.8581,0.3631,Willow Springs Ln via 700 E - Pioneer Rd (12400 S),498
035-5025,2046PM,0.0000,2.0340,2.0340,SR 92 Timpanogos Hwy via Digital Dr - Air Park Rd,995
035-5030,2046PM,2.0340,4.7050,2.6710,Air Park Rd via East Frontage Rd - Highland Dr (14650 S),995
035-5035,2046PM,4.7050,6.0983,1.3933,Highland Dr (14650 S) via Minuteman Dr - Wadsworth Park Dr (13800 S),995
035-5040,2047PM,0.0000,0.5140,0.5140,2200 W via Mantle Ave/4200 S - SR 68 Redwood Rd,505
035-5045,2047PM,0.5140,1.0160,0.5020,Redwood Rd via 4200 S - 1300 W,505
035-3394,2048PM,0.0000,1.7596,1.7596,13800 South - 12400 South via 745 East / Fort Street,"3,407"
035-1675,2049PM,0.0000,1.0073,1.0073,State Street via 11400 South,"29,947"
035-1676,2049PM,1.0073,1.4940,0.4867,700 East via 11400 South,"18,990"
035-1680,2049PM,1.4940,1.9845,0.4905,1000 East via 11400 South,"13,714"
035-1682,2049PM,1.9845,2.4920,0.5075,1300 East - 1700 East via 11400 South,"8,279"
035-3453,2049PM,2.4920,3.9420,1.4500,1700 E via 11400 S - Dimple Dell Rd,"1,087"
035-5050,2050PM,0.8538,1.3683,0.5145,SR 287 (14425 S/State Prison) via Pony Express Rd - SR 154 Bangerter Hwy,995
035-5055,2051PM,0.0000,0.9990,0.9990,8600 S via 1000 E - 7800 S,505
035-5060,2051PM,0.9990,1.6542,0.6552,7800 S via 1000 E - South Union Ave,505
035-1647,2052PM,0.0000,1.7999,1.7999,13800 South - 12300 South via 300 East Draper,"2,183"
035-5065,2053PM,0.0000,0.5125,0.5125,Kimballs Ln (11800 S) via 300 E - 11400 S (Rt 2049),505
035-5740,2054PM,0.7610,1.0035,0.2425,3600 W (Rt 2039) via 14000 S - 2700 W (Rt 2040),505
035-5070,2055PM,0.0000,1.1522,1.1522,US-89 State St via 11800 S Kimballs Ln - SR-71 (700 E),505
035-5075,2057PM,0.0000,0.8600,0.8600,SR-92 via Ashton Blvd - Mayflower Ave (3300 W),"1,010"
035-5080,2057PM,0.8600,4.3581,3.4981,Mayflower Ave (3300 W) via Thanksgiving Way - 14600 S (SR 140),"1,010"
